COM_CODE,UPC,DESCRIP,SIZE,CASE,NITEM
233,4930110305,NEW YORK SELTZER RAS,16 OZ,24,29280
233,4930110319,NEW YORK SELTZER STR,16 OZ,24,29300
233,4930130001,NEW YORK SELTZR DIET,6/10OZ,6,29690
233,4930130005,NEW YORK SLTZR DIET,4/10OZ,6,29710
233,4930130010,NEW YORK SLTZR DIET,4/10OZ,6,29720
225,4930130102,NEW YORK SELTZER VAN,1 LT,12,29520
225,4930190001,ORIG N.Y.EXPRESS ICE,4/8 OZ,6,29590
241,5020000016,HAWIIAN PUNCH RED 8P,8/20OZ,3,54480
237,5020000045,DIET HAWAIIAN PUNCH,6/12OZ,4,55550
239,5020000049,DIET HAWAIIAN PUNCH,8/20OZ,3,55560
238,5020000051,DIET HAWAIIAN PUNCH,2 LT,8,55570
239,5020000053,HAWIIAN PUNCH RED 8P,8/20OZ,3,54570
237,5020000125,SUNNY DELIGHT CANS,6 CT,4,62960
239,5020000126,SUNNY DELIGHT BOTTLE,20 OZ,24,62950
238,5020000128,SUNNY DELIGHT,2 LITE,8,63060
236,5020000130,$SUNNY DELIGHT 12 PA,12/12O,2,62980
235,5020000131,SUNNY DELIGHT,24 PAC,1,62970
237,5020000745,HAWIIAN PUNCH N/R,6/12OZ,4,55010
238,5020000750,HAWIIAN PUNCH N/R,2 LT,8,55340
238,5020000778,HAWAIIN PUNCH,1 LT,12,55080
236,5020012439,HAWAIIAN PUNCH,12/12O,2,54850
235,5020014571,HAWAIIAN PUNCH RED,24/12O,1,54830
238,5080000025,RUBY RED SQUIRT 2 LT,2 LT,8,57660
237,5080000055,RUBY RED SQUIRT 6 PK,6/12OZ,4,57180
237,5080000057,SQUIRT CANS,6/12OZ,4,57220
237,5080000067,SQUIRT DIET CANS,6/12OZ,4,57190
238,5080000135,SQUIRT 1 LITER,1 LT,12,57670
238,5080000139,SQUIRT,2 LT,8,57650
238,5080000149,DIET SQUIRT,2 LT,8,57620
225,5080001257,SQUIRT CANS,12/12O,2,57110
225,5080001267,SQUIRT DIET CANS,12/12O,2,57100
235,5080020457,SQUIRT SODA,24/12O,1,62520
236,5080021255,RUBY RED SQUIRT 12 P,12/12O,2,57090
236,5080021257,SQUIRT CANS,12/12O,2,57110
236,5080021267,SQUIRT DIET CANS,12/12O,2,57100
236,5080021557,SQUIRT CANS,12/12O,2,57110
236,5080021567,DIET SQUIRT 12+3 BON,15/12O,2,57100
239,5080060121,SQUIRT NR $,8/20OZ,3,58290
239,5080080007,SQUIRT NR $,8/20OZ,3,58290
233,5096800012,ORANGINA-REGULAR CAN,6/12OZ,4,77590
233,5096833001,ORANGINA FROM FRANCE,1 LT,12,77550
233,5096833008,ORANGINA DIET 1 LTR,1 LT,12,77580
233,5096840010,ORAGINA-ALL NATURAL,4/10OZ,6,77540
233,5096840040,ORANGINA DIET 4PK,4/10OZ,6,77570
233,5230000051,SUNDANCE BLACK CURRA,23 OZ,12,2201
233,5230000092,SUNDANCE SOUR CHERRY,23 OZ,12,59600
233,5230000105,SUNDANCE TRIAL SIZE,7 OZ,24,9810181
233,5230000151,SUNDANCE CRANBERRY S,23 OZ,12,59640
233,5230000154,SUNDANCE KIWI-LIME S,23 OZ,12,59630
233,5230000155,SUNDANCE RASP SPARKL,23 OZ,12,59620
233,5230000172,SNDANCE TROPICAL LEM,23 OZ,12,2151
233,5230000176,SNDNCE PASSION FRUIT,23 OZ,12,2171
233,5230000178,SUNDANCE CONCORD TWI,23 OZ,12,59610
233,5230000200,BEACH CLUB SPRKLR RA,4/10OZ,6,2531
233,5230000209,BEACH CLUB SPRKLR CR,23 OZ,12,2551
233,5230000235,BEACH CLUB SPRKLR RA,23 OZ,12,2571
233,5230000236,BEACH CLUB SPRKLR KI,23 OZ,12,2561
233,5230000237,BEACH CLUB SPRKLR PE,23 OZ,12,2541
233,5230010126,SUNDANCE CRANBERRY S,4/10OZ,6,59680
233,5230010129,SUNDANCE KIWI-LIME S,4/10OZ,6,59670
61,5230010131,SUNDANCE RASPBERRY S,4/10OZ,6,59660
233,5230010135,SUNDANCE SPARKLER TR,4/10OZ,6,29810
233,5230010143,SNDNCE PASSION FRT/P,4/10OZ,6,2091
233,5230010144,SUNDANCE CONCORD TWI,4/10OZ,6,59650
233,5230010300,BEACH CLUB SPRKLR RA,4/10OZ,6,2531
233,5230010302,BEACH CLUB SPRKLR KI,4/10OZ,6,2521
233,5230010303,BEACH CLUB SPRKLR PE,4/10OZ,6,2501
233,5230010304,BEACH CLUB SPRKLR CR,4/10OZ,6,2511
237,5353712001,MANGO FRESH,6/12OZ,4,76300
237,5353712051,MANGO FRESH DIET,6/12OZ,4,76320
235,5400073508,DIET DR PEPPER,24/12O,1,62630
239,5490000024,DIET DR PEPPER NR,6/16OZ,4,58310
237,5490000029,DR PEPPER CANS,6/12OZ,4,57230
237,5490000030,DR PEPPER SUGAR/FREE,6/12OZ,4,57240
239,5490000036,DIET DR PEPPER NR,8/20OZ,3,58310
225,5490000048,DR. PEPPER CANS,12/12O,2,57280
225,5490000049,DR PEPPER SUGAR FREE,12/12O,2,57140
238,5490000060,DR PEPPER,2 LT,8,57700
238,5490000061,DR PEPPER SUGAR/FREE,2 LT,8,57710
239,5490000066,DR PEPPER NR,6/16OZ,4,58300
238,5490000074,DR PEPPER 1 LITER,1 LT,12,57740
238,5490000075,DR PEPPER 1 LITER,1 LT,12,57740
225,5490000087,DR PEP DT CAF FREE,10 OZ,24,58270
238,5490000089,DR PEP DT CAF/FREE,2 LT,8,58250
238,5490000097,DR PEPPER CAFFEINE F,2 LT,8,58240
238,5490002042,DR. PEPPER,3 LITE,6,50780
239,5490002050,DR PEPPER NR,6/20 O,3,58300
239,5490002073,DR PEPPER NR,8/20OZ,3,58300
239,5490002076,DIET DR PEPPER NR,8/20OZ,3,58310
236,5490003007,DR. PEPPER CANS,12/12O,2,57280
235,5490003019,DR. PEPPER,24/12O,1,62620
236,5490003033,DR PEPPER 12+3 FREE,15/12O,2,57280
236,5490003034,DIET DR PEPPER 12+3,15/12O,2,57140
236,5490003035,DIET CF DR PEPPER 12,15/12O,2,58260
236,5490003506,DIET DR PEPPER,CANS,2,57140
236,5490010035,DR PEPPER CAFFEINE F,12/12O,2,58270
236,5490010037,DR PEP DT CAF FREE,12/12O,2,58260
235,5490073508,DIET DR PEPPER,24/12O,1,62630
233,5491300007,GRAYSON WATER 12OZ,4/12OZ,6,63160
233,5491300008,GRAYSON WATER (SPRNG,1.5 LT,12,63150
225,5737910101,NAYA SPRING WATER,1 LT,12,51710
233,5737910501,NAYA SPRING WATER,16 OZ,24,63920
